;SICA 1;EPSG:3116_X;EPSG:3116_Y;EPSG:4326_X;EPSG:4326_Y
431;6668701013;793049.1277;1047103.154;-75.9433614;5.019490006
432;6668701635;792235.5077;1047250.492;-75.95069809;5.020800666
433;6668701252;787152.5089;1050582.314;-75.99659719;5.050780204
434;6668700162;786853.7337;1053552.233;-75.99936929;5.077613965
435;6668700022;786987.7353;1055594.785;-75.99821625;5.096077874
436;6668700776;790056.2661;1048410.497;-75.97036904;5.031228155
437;6668700310;789317.9031;1055109.488;-75.97720035;5.091754162
438;6668700317;788455.3916;1054728.667;-75.98496445;5.088289332
439;6668700729;786428.126;1049361.345;-76.0030934;5.039725921
440;6668700469;788875.6417;1053196.475;-75.9811359;5.074452652
441;6638301595;786404.2282;1048913.126;-76.00329685;5.035674346
442;6668700740;788481.6869;1050740.152;-75.98462165;5.052242063
443;6668700709;786330.7878;1050319.707;-76.00399621;5.048384852
444;6668701258;786291.3844;1051924.818;-76.00439424;5.062890538
445;6668700711;785934.6683;1050014.128;-76.00755818;5.045612475
446;6668700746;787461.5457;1049345.971;-75.9937791;5.039614491
447;6668700411;787869.4614;1051847.005;-75.99016895;5.06222946
448;6638300586;787210.5934;1041567.886;-75.99583604;4.969310255
449;6638300445;784426.3572;1042054.631;-76.02093954;4.973635863
450;6638300126;785522.6083;1047528.428;-76.01120558;5.023136139
451;6638300610;784776.9512;1041017.214;-76.01775268;4.964269216
452;6638301533;785539.8568;1043501.555;-76.01094325;4.986742443
453;6638301481;785220.4144;1041419.191;-76.01376698;4.967913947
454;6638301556;784332.5341;1044159.052;-76.02184097;4.992652639
455;6638300786;788209.0822;1043540.395;-75.98688933;4.987163827
456;6638300756;788784.0201;1045583.636;-75.98176129;5.005645635
457;6638301834;787536.9936;1043380.765;-75.99294201;4.985703472
458;6638301409;788636.7218;1042463.807;-75.98300739;4.977444841
459;6638301180;787795.1403;1043453.262;-75.9906175;4.986365472
460;6638301919;787248.6;1047354.786;-75.99564562;5.021612709
461;6638301579;788158.7781;1044977.686;-75.98738027;5.000152674
462;6638300738;789453.1135;1046677.695;-75.97575975;5.015551263
463;6638300302;786000.8459;1047221.811;-76.00688737;5.020377747
464;6659400657;816318.1681;1081314.922;-75.73443705;5.329301164
465;6659405698;815166.7185;1079958.496;-75.74478787;5.317012298
466;6659402552;817679.7307;1080353.842;-75.72213521;5.32064675
467;6659406247;818053.8599;1079131.967;-75.71873206;5.309610995
468;6659405962;816746.4819;1078758.449;-75.73051281;5.306203271
469;6659401338;817355.2152;1080116.775;-75.725056;5.318496048
470;6659406897;819029.0019;1081141.416;-75.7099862;5.327798155
471;6659401108;818786.5544;1083108.148;-75.71221971;5.345570045
472;6659406094;818861.9135;1080241.206;-75.71147154;5.319656968
473;6659401213;817983.2076;1083071.318;-75.71946374;5.345217782
474;6659402054;816074.7681;1078925.858;-75.73657421;5.307700264
475;6659405604;816035.9999;1079870.56;-75.73694666;5.31623858
476;6659402426;817444.7664;1076312.922;-75.72415732;5.284114569
477;6659400308;813814.7438;1082376.036;-75.75703912;5.338831362
478;6659403448;813849.3437;1079437.588;-75.75665499;5.312271573
479;6659402514;818545.1702;1080584.869;-75.71433616;5.322755827
480;6659400458;817824.69;1084357.954;-75.72092436;5.356844064
481;6659402182;814528.535;1080417.557;-75.75055412;5.321146179
482;6659408063;820086.1851;1079197.565;-75.70040626;5.31025239
483;6659405599;816397.1488;1079677.494;-75.73368519;5.314502189
484;6659400301;814094.232;1082479.67;-75.7545212;5.339774998
485;6659400408;812659.4931;1080392.745;-75.76740827;5.320875912
486;6659400248;813872.564;1081191.089;-75.75648857;5.328122049
487;6659401723;820495.4704;1081483.946;-75.69676938;5.330929316
488;6659402340;817195.3391;1079557.043;-75.72648429;5.313432695
489;6659407765;813586.1453;1083224.772;-75.75912157;5.346497435
490;6659406171;818538.208;1080212.376;-75.71439005;5.319388622
491;6659405401;820496.8296;1080565.655;-75.69673539;5.322628661
492;6659405357;820738.871;1081041.178;-75.69456385;5.326932783
493;6659407177;814098.6471;1082793.631;-75.7544891;5.342613003
494;6659401050;819497.7974;1083772.986;-75.70582129;5.351596728
495;6659403940;818339.4915;1085189.394;-75.71630163;5.364372046
496;6659408706;812587.2294;1082145.1;-75.76810325;5.336713572
497;6659404475;818929.7037;1082968.017;-75.71092537;5.34430681
498;6659401999;815330.3349;1077901.777;-75.7432625;5.298425456
499;6659405864;816525.7114;1076134.844;-75.73244059;5.28248285
500;6659403342;816800.2662;1085335.698;-75.73018694;5.365657132
501;6659405610;816005.4957;1079909.875;-75.73722269;5.316593212
502;6659401140;818477.3358;1083975.502;-75.71502922;5.353402783
503;6659400251;813618.2627;1081354.209;-75.75878586;5.329590228
504;6659402522;818618.5875;1080476.75;-75.7136715;5.321780277
505;6659403643;813279.1488;1082726.089;-75.76187782;5.341982255
506;6659404313;819453.89;1085442.45;-75.70625726;5.366686336
507;6631802566;812768.6942;1079662.889;-75.76640553;5.314281472
508;6659400196;812937.9466;1080127.873;-75.76489071;5.318488623
509;6659406220;818426.0963;1079185.58;-75.71537655;5.310104526
510;6659402402;817093.3636;1076933.105;-75.72734093;5.289712079
511;6659403528;813120.5881;1080540.036;-75.76325382;5.32221866
512;6659400446;813280.2608;1081422.638;-75.76183564;5.33020042
513;6659400381;813177.1469;1081620.371;-75.7627704;5.331985176
514;6659403688;812904.0537;1080772.297;-75.76521223;5.324312713
515;6659400441;813429.0075;1081041.224;-75.76048486;5.326756495
516;6659401208;817674.1332;1082524.581;-75.72223791;5.340268274
517;6659402382;817182.4696;1077341.335;-75.72654718;5.29340427
518;6659406658;819377.7619;1077129.195;-75.70674577;5.291539073
519;6659408797;813266.3745;1081378.178;-75.76195977;5.329798204
520;6644000576;816987.0587;1040392.634;-75.72745175;4.959413121
521;6644001113;815801.3437;1044173.174;-75.73822417;4.993559357
522;6644000846;815566.45;1042248.172;-75.74029758;4.976153563
523;6644001346;820495.3921;1032983.332;-75.69566917;4.892515732
524;6644000890;814350.8763;1040328.702;-75.75120986;4.958775465
525;6644001444;817037.7371;1041233.917;-75.72701388;4.967018823
526;6644000209;816929.8347;1034786.432;-75.72784229;4.90873599
527;6644001767;814713.7184;1042405.504;-75.7479869;4.977556256
528;6644001945;815966.8635;1044558.471;-75.73674105;4.997045904
529;6644001728;816798.6045;1038694.82;-75.72911219;4.944061935
530;6644000910;815400.0957;1039460.923;-75.7417338;4.950955344
531;6644002136;813873.2504;1034125.862;-75.75537384;4.902696328
532;6644000065;821087.7978;1032796.599;-75.69032626;4.890840653
533;6644001090;815625.124;1045142.649;-75.73983459;5.002318589
534;6644000069;821071.7417;1032920.096;-75.69047363;4.891956647
535;6644001296;814196.8958;1043976.729;-75.75268104;4.991746908
536;6644000913;814788.0303;1039420.863;-75.74724927;4.950579339
537;6644000945;814450.4915;1038254.463;-75.75026494;4.940028404
538;6644000596;816907.8687;1040129.879;-75.72815958;4.957036233
539;6644001264;814828.383;1046291.907;-75.74704232;5.012688627
540;6644000061;820601.9529;1033044.36;-75.69471015;4.893069709
541;6644000201;817321.7636;1034729.457;-75.72430887;4.908229702
542;6644000035;820309.0864;1033982.771;-75.69736993;4.901545996
543;6644001135;814561.3101;1043738.506;-75.74939103;4.989601953
544;6644001262;814966.9898;1045992.993;-75.74578612;5.00998989
545;6644000340;816827.4282;1040319.613;-75.72888885;4.958749473
546;6644000388;816288.5558;1036805.671;-75.73366675;4.926974029
547;6644000946;814115.3552;1038430.887;-75.75328938;4.941615498
548;6644001399;816295.8386;1033384.252;-75.73352478;4.89604721
549;6644000662;815064.9653;1036725.972;-75.74469247;4.926226059
550;6644000570;817261.1254;1041014.049;-75.72499554;4.965036413
551;6644001551;816407.6386;1041886.277;-75.73270769;4.97290142
552;6644001097;816014.0747;1044853.632;-75.73632223;4.999714997
553;6604500463;790841.0875;1058192.956;-75.9635525;5.119663061
554;6604502519;795805.9863;1058666.749;-75.9188107;5.124075628
555;6604500834;794230.3769;1055905.956;-75.93294178;5.09908198
556;6604502086;795204.8434;1054452.338;-75.92412057;5.085969113
557;6604501501;789068.4124;1060292.659;-75.97958747;5.1385928
558;6604502461;788169.6984;1060892.761;-75.98770477;5.143992255
559;6604501504;789160.8603;1060206.104;-75.97875181;5.137813005
560;6604502469;793585.633;1052574.258;-75.93866692;5.068952692
561;6604502189;792322.7794;1060057.406;-75.95024563;5.136553372
562;6604500312;797555.6972;1059937.127;-75.9030709;5.13560296
563;6604502242;794246.2119;1053401.66;-75.9327342;5.076448042
564;6604500399;790991.1389;1059709.034;-75.96224012;5.133369426
565;6604500801;794952.3856;1056424.426;-75.92644711;5.103786791
566;6604500089;792159.7432;1062646.189;-75.95178381;5.15994672
567;6604501803;795130.5574;1054530.957;-75.92479219;5.086677772
568;6604500665;793725.8325;1057355.63;-75.93752743;5.112171248
569;6604501069;794109.9915;1053162.472;-75.93395585;5.074282682
570;6604501147;797962.9307;1057748.733;-75.89934383;5.11583394
571;6604501003;795928.2002;1055799.079;-75.91763504;5.098159996
572;6604501062;794041.152;1052539.553;-75.93456024;5.068650829
573;6604501317;788746.7369;1060057.82;-75.9824808;5.136461686
574;6604501404;791117.571;1061305.77;-75.96114286;5.147804165
575;6604502016;795953.2479;1055188.349;-75.91739356;5.09264069
576;6604500008;790412.6094;1064042.958;-75.96757087;5.172524058
577;6604500660;793073.7349;1057402.09;-75.94340664;5.112574078
578;6604500684;792324.7208;1055999.91;-75.95012145;5.099881327
579;6604500196;792120.2471;1060640.647;-75.95208673;5.141819398
580;6604500494;790315.3695;1056497.656;-75.96824635;5.10432693
581;6604500990;796698.409;1057766.169;-75.91074296;5.115959014
582;6604502178;790281.4302;1061485.219;-75.96868493;5.149403681
583;6604500377;789814.7401;1058654.3;-75.97281623;5.123805359
584;6604502406;789705.0007;1059968.663;-75.97384049;5.135681618
585;6604502694;796950.3206;1058289.395;-75.90848563;5.120694595
586;6604500343;789860.0976;1059369.938;-75.97242645;5.1302745
587;6604502604;796119.5714;1059599.161;-75.91600807;5.132511164
588;6604502108;797195.3704;1058209.447;-75.90627462;5.119978314
589;6604500646;793960.1732;1057316.944;-75.93541407;5.111827722
590;6604502599;793044.7352;1057623.472;-75.94367384;5.1145742
591;6604501015;795685.5424;1054755.107;-75.91979547;5.088718026
592;6604500963;797238.9945;1058475.732;-75.90588822;5.12238621
593;6604502475;790245.2663;1063944.016;-75.96907676;5.171625319
594;6604501427;790478.7579;1060824.741;-75.96688852;5.143439554
595;6604501724;794440.8566;1054836.041;-75.93101684;5.089417332
596;6604502196;790687.6465;1061573.846;-75.9650255;5.150215564
597;6604501980;790464.5671;1062068.015;-75.96704963;5.154675902
598;6604501058;794314.597;1052424.378;-75.9320926;5.067616927
599;6604500258;796642.5657;1061599.899;-75.91134534;5.150607997
600;6604501254;790947.6895;1064130.927;-75.96274963;5.173333494
601;6604502067;789918.6557;1059170.524;-75.97189329;5.128473763
602;6604502491;798647.5924;1059027.429;-75.89320472;5.127408829
603;6604502176;790676.4846;1060665.014;-75.9651019;5.14200122
604;6604500839;793655.9027;1056243.163;-75.93812877;5.102114747
605;6604502049;791703.7619;1057609.748;-75.95576098;5.114414844
606;6604502620;791954.9977;1060881.123;-75.95358271;5.143988458
607;6604502224;795237.5806;1055983.004;-75.92386497;5.099804506
608;6604502157;794070.5507;1052685.105;-75.93429902;5.069967119
609;6604500147;790054.6525;1060517.419;-75.97070332;5.140650632
610;6604502335;793440.7094;1056457.131;-75.94007408;5.104043003
611;6604502299;795747.2653;1055067.376;-75.91924714;5.091541991
612;6604502554;794368.9871;1053022.709;-75.93161779;5.07302618
613;6604502463;794377.8029;1054524.785;-75.93157713;5.086602497
614;6604501258;790919.6678;1062822.744;-75.96296727;5.161509346
615;6604500144;789695.8521;1060958.301;-75.97394943;5.144625701
616;6604501337;790553.0756;1064437.685;-75.96631519;5.176095381
617;6604502135;793439.9678;1057221.112;-75.9401007;5.110947971
618;6604501263;791103.1439;1064143.277;-75.96134858;5.173449283
619;6604502592;791064.1017;1057493.122;-75.96152375;5.113343845
620;6604502440;790230.3295;1058846.677;-75.96907523;5.125555154
621;6668200457;827544.7531;1037927.575;-75.63224179;4.93736061
622;6668201215;821084.7908;1035040.283;-75.690402;4.911122202
623;6668201561;821041.4724;1035871.514;-75.69081049;4.918635104
624;6668202126;827253.9914;1033420.189;-75.63476778;4.896609204
625;6668201295;821844.0359;1036373.506;-75.68358822;4.923190316
626;6668201566;821962.0586;1036570.687;-75.6825288;4.924975291
627;6668200474;826853.7249;1033251.495;-75.63837163;4.895075862
628;6668200700;830876.1787;1035911.432;-75.60217374;4.919204748
629;6668201848;831349.8653;1032532.749;-75.59783534;4.888671799
630;6668201467;820858.5534;1035926.272;-75.69246024;4.919126089
631;6668202135;825423.8882;1037639.764;-75.65135102;4.934713856
632;6668200421;828388.0482;1037562.878;-75.62463348;4.934081621
633;6668200052;828504.5477;1039123.241;-75.62361617;4.948189291
634;6668201994;821597.5297;1036412.886;-75.68581074;4.923540923
635;6668201753;825836.9694;1034096.953;-75.64755291;4.902697043
636;6668201984;820855.4269;1034756.817;-75.69246297;4.908554834
637;6668202124;827990.548;1022258.087;-75.62789953;4.795722416
638;6668201085;833038.9721;1033715.658;-75.58263604;4.899399534
639;6668200259;824761.5447;1035305.502;-75.65727086;4.913598963
640;6668200116;818959.2601;1037950.619;-75.70962228;4.937383106
641;6668201220;821970.6672;1034950.624;-75.68241614;4.910330989
642;6668201160;822444.3352;1034453.074;-75.6781365;4.905843652
643;6668201356;833041.4662;1038149.619;-75.58270361;4.939482087
644;6668200226;825844.8834;1034898.896;-75.64749852;4.909946465
645;6668200070;828225.7122;1040291.412;-75.62615395;4.958743325
646;6668201093;821461.2255;1032645.901;-75.68695761;4.889486522
647;6668200725;829342.0337;1036939.512;-75.61602219;4.928466531
648;6668200674;828962.86;1033883.232;-75.61937616;4.90083066
649;6668201323;820527.5146;1037822.467;-75.6954852;4.936259304
650;6657200859;783502.4357;1068790.61;-76.02999494;5.215242886
651;6657201132;782739.6549;1068528.842;-76.03686403;5.212855726
652;6657201009;785084.2366;1065548.707;-76.01564533;5.185987544
653;6657200284;778988.508;1077180.242;-76.07092838;5.290935829
654;6657200610;784868.4802;1068665.666;-76.01767657;5.214151812
655;6657201053;780480.3185;1074681.938;-76.05740675;5.268400554
656;6657201045;782103.3061;1076108.829;-76.04281508;5.281342573
657;6604502448;790557.7277;1055843.81;-75.96604452;5.098423878
658;6617000754;825444.0485;1026736.418;-75.65093943;4.836152364
659;6617001026;825268.0758;1022606.414;-75.65243929;4.798815031
660;6617001224;826784.9367;1023855.681;-75.63879634;4.810139405
661;6617000735;825243.583;1026996.934;-75.65275139;4.838503127
662;6617000943;826440.0903;1025525.888;-75.64193838;4.825230378
663;6617000962;826333.3157;1023588;-75.64286051;4.807710317
664;6600103496;818429.6235;1026106.863;-75.71413607;4.830311819
665;6617000071;820680.1116;1031439.683;-75.69397101;4.878566071
666;6617000714;826040.0217;1028313.374;-75.64560159;4.85041993
667;6617000282;820485.8;1030835.894;-75.69570907;4.873103958
668;6600102246;825639.9246;1018167.609;-75.6489971;4.758697553
669;6617000069;820530.8694;1031427.414;-75.69531571;4.878451928
670;6617000218;821512.514;1029173.486;-75.68642071;4.858098909
671;6617001153;823908.9081;1029467.06;-75.66483111;4.860803869
672;6617001534;824048.2504;1030139.286;-75.6635896;4.866883449
673;6617000738;825746.5271;1026765.139;-75.64821421;4.836418317
674;6617001185;826350.9674;1026654.355;-75.64276491;4.835429479
675;6617000167;822780.1102;1030134.922;-75.67501791;4.866816974
676;6617000194;821855.5587;1029589.242;-75.68333818;4.861864491
677;6617000150;821672.4785;1031402.093;-75.68502698;4.878247747
678;6617000936;825793.4243;1024668.349;-75.647748;4.817465085
679;6617000193;821785.7228;1029583.181;-75.68396739;4.861808203
680;6644001444;817037.7371;1041233.917;-75.72701388;4.967018823
681;6608801616;803842.6798;1068696.775;-75.84661595;5.214937677
682;6608800200;798886.5207;1070260.347;-75.89134033;5.22894249
683;6617000764;825483.0419;1027480.54;-75.65060358;4.842879758
684;6659402717;818983.1841;1077836.18;-75.71032072;5.297920304
685;6659400046;816838.9329;1084624.632;-75.72982093;5.359230667
686;6668700061;786172.2742;1054199.51;-76.0055288;5.083445624
687;6638301410;788369.1573;1042504.89;-75.98541973;4.977809162
688;6638300794;788322.9289;1042457.084;-75.98583509;4.977375886
689;6638301853;786622.7048;1042465.98;-76.00115749;4.977411686
690;6638300896;785142.5462;1038552.307;-76.01439324;4.942001516
691;6638301655;787773.663;1043385.842;-75.99080929;4.985755571
692;6638300786;788209.0822;1043540.395;-75.98688933;4.987163827
693;6638300602;785298.8799;1041601.925;-76.0130647;4.96956754
694;6638301884;788459.8243;1042686.918;-75.98460739;4.979456694
695;6638301409;788636.7218;1042463.807;-75.98300739;4.977444841
696;6659406341;819631.4823;1079639.334;-75.70451723;5.314234857
697;6659406591;820176.1537;1079467.793;-75.69960131;5.312697185
698;6659400769;818475.3866;1084892.262;-75.71506887;5.361689499
699;6659404615;818131.9098;1083090.323;-75.71812314;5.34539316
700;6659407287;815871.2994;1078943.925;-75.73840948;5.307858643
701;6659406385;819329.9919;1078954.261;-75.7072198;5.308035146
702;6659403101;820837.7168;1077484.441;-75.69358867;5.294784727
703;6659408063;820086.1851;1079197.565;-75.70040626;5.31025239
704;6659403448;813849.3437;1079437.588;-75.75665499;5.312271573
705;6659406451;818865.348;1078325.209;-75.71139495;5.30233794
706;6659400476;817535.7108;1083818.362;-75.72351749;5.35195961
707;6659405424;820476.3824;1079893.328;-75.69690389;5.316550825
708;6659406589;820169.7155;1079769.339;-75.6996665;5.315422788
709;6659404597;818780.9735;1082097.372;-75.71224583;5.336433301
710;6659405363;820733.7452;1080782.064;-75.69460396;5.324590456
711;6659401527;819395.7379;1080522.109;-75.70666416;5.322208859
712;6659402054;816074.7681;1078925.858;-75.73657421;5.307700264
713;6659402487;818726.2402;1079122.409;-75.71266838;5.309540683
714;6659402387;816969.6907;1077360.201;-75.72846639;5.293569691
715;6659400771;818440.7143;1084803.161;-75.71537942;5.360883262
716;6659401526;819477.9374;1080505.964;-75.70592249;5.32206488
717;6659406127;819449.8733;1080228.452;-75.70616898;5.319555714
718;6659401210;817984.1319;1082939.471;-75.71945223;5.344026017
719;6659406277;818172.4396;1079084.628;-75.71766159;5.30918593
720;6659405346;821035.9921;1081165.233;-75.69188727;5.328061187
721;6604500086;791346.1039;1062830.995;-75.95912335;5.161595321
722;6604502462;794470.657;1054764.501;-75.93074637;5.088771511
723;6604501158;796978.3249;1057169.153;-75.90820441;5.110570204
724;6604502109;797092.9152;1058207.289;-75.90719813;5.11995617
725;6604501516;790001.1863;1059099.358;-75.97114746;5.12783277
726;6604500516;792767.4973;1059865.661;-75.94623177;5.134832111
727;6604501046;794656.3279;1053790.551;-75.92904764;5.079973542
728;6608800150;799214.9485;1072597.915;-75.88844011;5.250078904
729;6608800200;798886.5207;1070260.347;-75.89134033;5.22894249
730;6608801616;803842.6798;1068696.775;-75.84661595;5.214937677
731;6657201139;787359.4267;1075972.835;-75.99542221;5.280261716
732;6657201155;782978.5443;1068535.886;-76.03471066;5.212926094
733;6657201021;787564.3688;1076073.442;-75.99357723;5.28117669
734;6657200837;787663.7257;1075111.068;-75.99265473;5.272481671
735;6657200568;787307.1965;1075845.845;-75.99588959;5.279112547
736;6657200438;782760.7429;1076505.089;-76.03689897;5.284942552
737;6657201009;785084.2366;1065548.707;-76.01564533;5.185987544
738;6617001133;819857.0145;1028105.756;-75.70131652;4.84841152
739;6617000751;825805.1723;1027094.078;-75.64769257;4.83939303
740;6644000578;817165.752;1040761.656;-75.72584948;4.962752823
741;6668200070;828225.7122;1040291.412;-75.62615395;4.958743325
742;6668200674;828962.86;1033883.232;-75.61937616;4.90083066
743;6668201295;821844.0359;1036373.506;-75.68358822;4.923190316
744;6668201983;821812.7047;1032867.322;-75.68379479;4.891495649
745;6668201111;821997.0723;1031635.841;-75.68210675;4.880367701
