"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71"
"prec9",-0.040541859973618,-0.212997581345429,0.239571066254631,-0.0665383060081991,-0.132415061641843,-0.118069244184043,0.0563536616070769,0.01388099335196,0.133026731008363,0.0184274701122918,-0.0490211573846329,0.156528010427613,-0.242016096896669,0.00126853558109176,-0.0611304937231151,0.0544548056316071,-0.0245398336599252,0.0296873560607912,0.130508695584275,-0.165355589498854,-0.0584114918758252,-0.234773080068742,-0.09149907325644,0.114789961625581,-0.335851486840402,0.087527262513385,0.066750629023981,-0.0135921618863964,-0.344781979658203,-0.334609393893222,0.133071724983534,-0.0210571155847905,0.0875231750332252,-0.0308403355279815,-0.151833417335071,0.108041032028826,0.0439431088776887,0.052393840912138,0.224072026585068,-0.285655183967985,0.171073631495524,-3.27464887497172e-08,-5.03240883997358e-08,-3.18531593845061e-07,-2.02961602427588e-07,2.03508615711792e-07,1.65673368391093e-07,-4.71826560569365e-08,-3.57004859431646e-07,3.25607402745566e-07,3.35873549946208e-07,1.53452288740797e-07,5.56381305394872e-08,-2.89994207725397e-07,-1.51593510876479e-07,7.22668531124948e-08,4.09524047347799e-07,2.57644243281729e-08,-9.92307737791739e-08,-1.95350473711391e-07,2.93359999393652e-07,-0.000749432373480383,0.00503411376316561,0.00305999840167475,-0.0101124281361437,0.0133572038609751,0.190406753309863,0.0128435234849729,-0.0160641687021213,-0.00110035581518727,-0.00138692342747253
"prec10",-0.00925111027521843,-0.279483433909562,-0.0743069213592201,-0.122119486708587,-0.109820759109245,-0.0469156808353149,0.0888100188886936,0.0309070265216306,0.0842970942751169,-0.0132464765117057,-0.0567972602519373,0.0433624414307188,-0.0439728548300954,0.0922032491615582,-0.117861375951109,0.00525307126912698,0.140009164793902,0.153404059349583,-0.213564883087079,0.136616605475259,0.0322590051887436,0.0812597232234268,-0.0154576245543418,0.129033202078289,0.081185796072197,0.260212594471581,-0.146122043048453,0.138034677976049,-0.260539812328417,0.294582097442012,-0.0943115144064748,0.0773649148392188,0.0249387646104563,-0.0121497731629865,-0.00716731798118778,-0.0592987926204607,0.246160914665489,0.186486372057184,-0.462816897328107,0.0616152714495879,0.154004456974723,-4.00219585576651e-07,-1.84415521298792e-07,1.55639404115548e-07,-1.08396812380097e-07,2.55359435085913e-07,2.95769509054011e-07,-4.32013660689264e-07,-6.56803649431914e-07,-3.23034976212158e-08,5.17302887019243e-07,-2.02614851175263e-07,-7.26411840556528e-08,-3.11529944094593e-07,-2.37007873722985e-07,-1.76403050519601e-08,3.55881811972019e-07,-1.54747407359355e-07,-5.13663288287199e-08,-1.73142633548154e-07,4.078554611494e-07,-0.00112865607553363,0.00758144839712158,0.00460840197986633,-0.0152294634533419,0.0201161428123019,0.286755332884791,0.0193425326952537,-0.0241928711234088,-0.00165715182368705,-0.00208872680344237
"tmin1",-0.142889795046894,-0.108164805879812,-0.0463999938476539,0.0929013658067992,0.0284565536466654,-0.0167514027114519,0.00726861451938843,-0.000555628889965409,0.0392154340234031,0.0151597118139552,0.0196089849955293,0.126950170992078,-0.0820900083417961,0.161694306385204,-0.101176296359452,-0.0757010100570864,0.00898274438260738,-0.0449213823405146,-0.181929111590473,0.114461689548391,0.0171766336913289,0.0837347900585414,0.0348322068222359,0.0139338921305352,0.185714509669017,0.0414693415327275,-0.0604552927507527,-0.162703702290303,-0.00960054874832178,-0.109396668407262,-0.220870568301305,-0.0809842328966845,-0.00150458733552827,0.306492169950638,0.112892445837281,-0.0118866674675723,0.13075816837844,-0.0555564407426525,0.216030017810334,-0.199000850049713,-0.128325369343442,0.13703244007953,0.0621833612333411,0.0657560636716111,-0.305030166043869,0.150600924606186,0.113552431977427,-0.346269426389987,-0.128994271179039,-0.188965991337243,-0.00810250192071068,-0.181953667870289,-0.0613507624679794,-0.187479902032681,0.0419613988782818,0.101336453925911,-0.0588818007276452,-0.14472243357189,0.0497485332291302,-0.0381477249612795,0.104024087930453,-0.130742989507413,-0.0109388082451784,0.000657398041130458,-0.00214607549010336,-0.000393945126657061,-0.000201757665918567,0.000478214371439927,0.00180478701385056,-0.000175666557229567,0.000292402698118402
"tmin2",-0.142257440566255,-0.116777620001615,-0.0452925513804805,0.0746810889963645,0.00467870678088529,-0.0322138662232349,-0.046027494110807,-0.00638996857364701,-0.0370007779657955,-0.0224151010037212,0.000953958838775401,-0.0388945741014907,0.0240359986455826,0.117834081771629,-0.0290908776848117,-0.0876023926707922,0.0567314680866569,0.282607332494519,-0.0675477610778787,-0.0260937819335597,-0.194217512992654,0.13334059683571,0.00246998047064867,0.111757990756619,-0.17327829014379,-0.0500974204499937,0.0947717711284784,0.0373970060004347,0.308020111835958,-0.249605060943574,0.0498377792234439,0.0773331182745433,0.0482025752479986,-0.0190124175173556,-0.00827019818027266,-0.0863538210346496,0.143611482777087,-0.205969604172583,-0.0785685417544535,0.126660441395483,0.170987656993701,-0.0666971258880416,0.093450353903095,-0.0825760490751917,0.21208896352865,-0.00870194234212702,0.126055008255535,-0.263692143667562,0.338071326579628,0.0295925260246101,0.25075298762849,-0.0360729850588508,-0.0267950463417816,0.0286715728261951,-0.0617908759411374,-0.101794119300381,-0.265396976754876,0.0116515305969393,0.0320128802694206,-0.0458541778720916,0.0579429297662883,-0.128790559010626,-0.0107782197535514,0.000642214435395121,-0.00211514954794133,-0.000385847809739952,-0.000198070399324282,0.000469783655421983,0.00177796868454371,-0.000172752642041936,0.000287893868958585
"tmin3",-0.1459304683857,-0.101263019281368,-0.0550197430346843,0.0698865983857808,0.0195225619100357,0.0146669834625284,-0.0597711147333576,0.00248143987254841,-0.0329276050360489,-0.00736084149892149,-0.014572016986616,-7.8212363916641e-05,0.0153942510739903,0.0357729305519306,0.0588052110094285,-0.126400529569036,0.0329712613983503,0.0617418292164403,-0.0193576710648355,0.193025682420254,0.172416647102213,0.162869359892882,-0.0190951850926259,-0.207303663515286,-0.27276788494006,-0.165292271847493,-0.033721838584911,-0.0465726736043184,-0.198291903875578,0.0762824881415019,0.137564007920534,-0.0155329702628616,0.266247400849955,0.00442723035755271,0.11660814835144,-0.0696878827979629,-0.136027778970152,0.132643400171157,0.098787746239643,0.12079987116719,-0.0221268784578427,0.122798949158216,0.0991340041782524,0.110995142512363,0.031443579728298,-0.189287590079108,-0.488307333039246,-0.118480526491934,0.0213289562112011,-0.00837163317238217,0.0208424787386202,-0.158958861597916,-0.0936156840013138,0.0281881596018141,0.0340668881349628,-0.0921586812063952,-0.0297699417796985,-0.101626076563344,0.0794718427146205,0.0229148984343444,-0.249153539157554,-0.141601245210127,-0.0118517579584984,0.000706800985843111,-0.00232246130452193,-0.000426400943367375,-0.000216687645798199,0.000516555300481189,0.00195502190550609,-0.000190239201817139,0.000316512361841917
"tmin4",-0.143413435381709,-0.116584460472803,-0.028699045288372,0.089278351369657,0.00563200203136484,-0.0208334031430976,-0.0268543398791062,-0.0118882893093662,-0.0171487738550591,0.00502058828640856,0.00460060711362181,0.00258893489964885,0.00691838788868293,0.081934133836785,-0.0902433540160395,0.143544114000627,-0.0793481155042878,0.0953713865876348,-0.0300522434992899,-0.114808877853221,-0.191985023891445,0.203315082489587,0.0322296375970078,0.0848631280497119,0.150175543769311,-0.0905356261205141,-0.123596119012428,-0.0883442977452171,-0.0842452853091782,0.006237876752857,0.128627187213654,0.174215907032122,-0.166700167667613,-0.226033566452901,0.0434356264604599,0.0634148928358799,-0.310837142466999,0.100665527175615,-0.0339616110519453,-0.17083259049145,-0.106229119610324,0.101198229625028,-0.312544398038349,-0.0846294241543245,0.361474187590817,0.0725762307309501,0.00701927746443005,-0.11374081519198,-0.173288059337007,-0.20352922016584,-0.0865328288675879,-0.00700888209999124,0.0772280114450974,0.101537934157324,-0.0118695778266932,0.0425182105818668,0.0344661735884193,-0.0576959039301723,0.174730966626393,-0.215284996048767,-0.0364721309663189,-0.137256567103454,-0.0114857259522259,0.000689486159272728,-0.00225375136587311,-0.000413576669908905,-0.000211093539201728,0.000501802899267872,0.00189384715398992,-0.000183856984283836,0.000306917018619637
"tmin5",-0.145187340818262,-0.103331646835354,-0.0738269774987653,0.0662500096754941,0.0541591039487457,-0.00388921057283438,-0.0775430103041352,-0.0086295661244928,-0.0408183318456895,-0.00278940248600212,0.0121107944334139,-0.0213925235037959,-0.0132832164477113,-0.0505867648993712,0.115078898068087,-0.104552046458409,0.00654920393148947,0.0149963024756211,0.0600336385486826,-0.0253115356319793,-0.0773024685985031,-0.012079786192286,0.0819844457532972,0.0409735980586632,-0.107180972874024,-0.0804736751911462,-0.0160989729030138,-0.0832475954768724,0.00105233894233148,0.102338806764244,-0.280334313722108,-0.352828537533844,-0.199646199501538,-0.13010344380666,-0.225797885717905,0.201070820170484,0.0268283042790785,0.152878781745921,0.0144830726784571,0.0842569753148947,0.0707503182048562,0.0799079873714612,-0.00172450203179978,-0.0363817775068896,0.0473294790621932,-0.089932348484146,0.0520926938413394,-0.263230007507435,-0.0704658190478534,0.400750197912489,-0.182076375540129,0.075732320490671,-0.253974574341394,-0.0326239670389137,-0.140684360404,0.0917444454947935,0.159451771917887,0.168417315037614,-0.0532378922737193,-0.109275041521764,-0.00118166071549803,-0.144363384711017,-0.0120850429604083,0.000723352101687341,-0.00236970699903324,-0.000433714676539169,-0.000222128173362475,0.000528725134017757,0.00199324480243291,-0.000193921766521763,0.000322928665116344
"tmin6",-0.151973745921952,-0.0690320839209177,0.00318176998167554,0.0801624869380133,0.0667740354208607,0.0696535998235389,-0.0484561363546921,-0.021333991174165,-0.0496462617126921,0.00598682714388532,0.000663773749671775,-0.0398884786830624,-0.0143031717769497,-0.0108304544495498,0.0362727172498266,0.0389507450284299,-0.0645980617697464,0.0536243715641299,0.0569714137979942,0.00866786422807986,0.0801755876176622,-0.181375311432658,-0.0541938075798868,-0.0230854885432138,-0.0601686560862299,-0.0324000624981512,0.147971230795652,0.131417271849331,0.0779596228544956,0.049988828188236,0.0179423396464336,0.0503798651911102,-0.112765266232008,0.345180092460371,-0.186073455375869,-0.185921523505256,-0.179522857024597,0.104233302842784,-0.214116073971837,-0.179231670112173,-0.0455703954528495,0.100064101556245,-0.064426368762768,0.406728862419385,0.113976603245154,0.294622072455311,0.0663873967611893,0.00915401471100907,0.157993145785117,0.0827082099344079,-0.0823741303935959,-0.00484151220249088,0.0454211788756981,0.0441453419085976,-0.234355752310028,-0.103038188021078,0.132641710369374,-0.190327729935263,-0.0506277143902607,0.208160580313112,-0.0320517927237482,-0.144136772685275,-0.0120633031623052,0.000720303191207629,-0.00236879153560967,-0.000434052826619395,-0.000221468917866243,0.000526234817974776,0.00198861005790465,-0.000193350970526513,0.000322231288915605
"tmin7",-0.146016325678421,-0.0723902647814924,0.0292792853118862,0.149735051354178,0.0730117156692587,0.0313748037663292,-0.0304897485641845,-0.0274364737335921,-0.0198246477955739,0.0140498288562135,0.021567340224081,-0.0166542175061394,0.0342197887497264,0.0959375840720747,-0.0693046949973433,0.0925352436755332,-0.0862416331050294,-0.214954150664654,-0.0509739138258551,-0.0163881043689321,0.0377622481124104,-0.130994490724487,-0.0592466787629305,0.0883781603539978,0.136174486575387,0.159088609676811,0.111268361488464,-0.180885622247392,-0.147289277872022,0.00176400339588359,0.106534763096803,-0.156981568683312,0.14824010823198,-0.134942041459544,-0.154740487711866,-0.153206894876921,-0.0633940775839164,-0.260894012953218,-0.0944028168254449,0.219201018230041,-0.0204803904428475,0.317129823874416,0.291752236883313,-0.262103261689441,0.128826340764144,0.212359042444713,0.0138982329328302,0.131026629636812,-0.0145159249937361,0.0319441288702559,0.0262922532641804,-0.170601117030191,0.0549555590166483,0.0743478240889211,-0.00715613559164802,0.180639078805414,0.0428521111670362,0.115440446056982,0.0351717177443308,0.16304247108369,-0.0431592794655057,-0.127659694544009,-0.0106819400704624,0.000634279219709957,-0.00209782369525561,-0.000384750363768942,-0.000196040640314826,0.000466413386747349,0.00176116356555139,-0.00017142649895503,0.000285405616798698
"tmin8",-0.149230605695249,-0.0481073169147882,0.0201709193236237,0.141164846978092,0.0657712466061961,-0.0690440204160193,-0.0841533754161128,-0.0143991016548535,-0.0474991937468221,-0.00017844639928738,0.00826349342959776,-0.0370943113361163,0.013163958160101,-0.00362222167191245,0.0586004744261858,-0.0827699908320406,-0.0310331105574274,-0.0704196270167562,0.183895675661258,-0.157747757035717,-0.0383568175112246,-0.037560737924541,-0.0385279336114989,-0.0295603753302322,0.0411017598968918,0.0590003504772845,-0.113625116541199,0.184857906042298,-0.0338925978283105,0.0740626152385369,0.0106450698689611,0.29510427541989,0.0499806565930962,-0.0416193141529074,-0.124969134529237,0.00164220582782371,0.343724819347356,0.0828431781259813,0.13850978400655,0.109117242452814,-0.291452092058554,0.341916653006269,-0.0876530628228447,0.0598912732487576,-0.0281403196469097,-0.366797454521778,0.211536671852156,0.10771010663442,0.0992831752619464,-0.0736963037287172,-0.0537765619175333,-0.0848103822289037,0.150322503384792,-0.175514085393249,-0.0874546040579493,-0.112717439063228,-0.0278935044040676,0.0930770482376346,-0.0526012162080274,-0.0213718449422571,-0.0399937403378835,-0.119670488599229,-0.0100136282632936,0.000597816748329143,-0.00196590044489723,-0.00035946166695925,-0.000183674116743267,0.000437548324954639,0.00165171295896317,-0.00016056750557773,0.000267624433950198
"tmin9",-0.149263340505266,-0.046941034031832,0.0163555542101199,0.140046102346305,0.0640032339418302,-0.0196890737460102,-0.0711682011121688,0.0102353429056122,-0.0444411245587552,0.0304362714817092,0.0279530879510288,0.0256707417844657,-0.0318842239287938,-0.146891430445587,0.11800287481192,-0.038232293602626,0.00796347479375434,-0.181672251978702,-0.0474666503857844,0.0877827164556552,0.122381332459667,-0.0571934803093463,0.0314973636186403,-0.048895019499125,0.070827316977598,0.12286894173623,0.0401095723489657,0.181624575427341,0.195452330592275,0.00930265412622328,0.00273393900561636,-0.0234031790202435,0.128383415998331,-0.297767257191775,0.20519308179476,0.0197501683765959,0.0481551012733752,0.0188658094394238,-0.0502141336549853,-0.341912171888621,0.19816490015783,0.122834179371883,-0.342761326687704,-0.237217483384723,-0.235334295811983,0.138858178595136,-0.121079727902188,0.0317920429302806,0.20339582204789,0.11206554168809,0.0632709132126197,-0.124936695128145,-0.0304174625369902,0.123113538629933,0.0644936047774843,-0.138655260041942,0.0777937594716531,-0.0226156041956954,-0.115323769309784,-0.0510607955151024,0.0781748575201363,-0.124706907066273,-0.0104321500963011,0.000627278104230774,-0.00204589406332971,-0.000375819930551924,-0.000192250621664531,0.000455912670536982,0.00172023936198134,-0.000167585754802771,0.000278875419415301
"tmin10",-0.154049522864228,0.00233307390918177,0.0576922292484103,0.10248676647508,0.0526010892430803,0.00714648995537855,-0.0453064831680475,0.00266874390091213,-0.0491650976418302,0.0237259802705577,-0.00265722160821952,-0.0157483114004235,-0.0405692922232508,-0.12175693319767,0.0673290507880762,0.107661479150884,-0.0566030789531785,0.0706578942130417,0.0179615697214241,-0.010590365075773,0.0626875005090349,-0.169201777156715,-0.0936952084114961,0.0194533927983652,0.0444954461757318,0.0698096471856176,-0.172854348932049,0.063159027381484,-0.108007855838318,-0.0248058750827563,0.0811505317014952,0.0461733588662742,-0.232500753554777,0.215556392210426,0.344386437487,0.260282577992013,-0.034595809651785,-0.107927453260842,0.0218887554817408,0.273283772181335,0.219295835224058,0.0451874422992636,-0.0705063606362935,0.0713013706337761,0.0566776657690761,-0.0169868115442468,-0.00180868243563808,0.024301403957308,-0.27920547516789,0.165765107414454,0.427198362389474,-0.0140831081783678,0.0270616655529781,-0.11373553562127,0.0316559459479505,-0.121863365913125,0.0972645048284271,0.0263504686293912,0.0832867710803307,0.0829273132920619,0.1174339619947,-0.122363674507969,-0.0102396183141078,0.000614089091523658,-0.00201079910130911,-0.000367950297637578,-0.000189876033055371,0.00044801175131243,0.00168853458390268,-0.000164520988641357,0.000273624983041964
"tmax1",-0.153701411514816,-0.0214214115426911,0.0648187827321089,0.0101603787340855,-0.0841438737563715,-0.104782808956211,0.0219555912804151,0.0146194158417371,0.0359086017031811,0.0120141344998469,-0.0189327647793343,0.0394139402243412,0.0366401108946447,0.0451143017420664,-0.0554219526528308,0.0859516127560733,-0.00850989671081247,0.0332954156912953,-0.198887713879222,-0.0220238224913246,0.166414613187002,0.133050556838409,-0.136478911015491,-0.0634024235981131,0.153703297023133,0.000954692689537823,-0.0641884651261927,-0.0449081650005433,0.0932179087924065,-0.044986881975759,-0.042339512230967,-0.110403970168477,-0.0107460204375462,0.134565587457167,-0.0829024214585984,0.0102651448777416,0.0890505129420944,0.0280761195649963,0.17143882580461,-0.0709191080914406,-0.0125323461924195,-0.165611860861466,-0.0709654482085291,-0.111402926557853,0.364009739256679,-0.119999929879061,-0.100899754132658,0.41677885902672,0.155465099868107,0.218730324040143,-0.0584798139955643,-0.148460919934021,-0.144975872247892,-0.283309044490735,-0.00341853238435213,0.121638832460602,0.0116640233398932,-0.27446591733735,-0.0614802958786664,-0.0606448298267483,0.117575326263265,-0.00351629355096443,0.0309865339578262,-0.127376945321659,0.0165216183460874,0.0023281034419232,0.00191079623915523,1.2522192325635e-05,-0.000185904441252434,0.00030309339351251,-0.000293366121689397
"tmax2",-0.150877892755261,-0.0163342414128678,-0.110805929269861,-0.0386953435712817,-0.0653941360120288,-0.127620297224781,-0.00900712175067548,0.0133094466247822,0.0235665187449626,-0.013335019259596,0.00870764498700674,-0.025071274552357,0.0686070369250701,-0.052881469356974,0.0364213902970819,0.0246682825662383,-0.0191969738788025,-0.0262226281699658,-0.0185158773622107,-0.0953193635794071,-0.0874601504052446,0.0771254681319112,-0.024821937534174,0.123423516304178,-0.178244573514711,-0.17214806138689,-0.0706678640686211,-0.00668538481902142,0.059386242215993,-0.0699471930949885,-0.102976886904149,0.0640201969719503,0.0345227767936543,0.0237165733088024,0.0489919390017836,-0.144782952516146,0.0756266866748068,-0.211995404555939,-0.0992057824597551,-0.0043068654371192,0.0878834498182486,0.0906152045843635,-0.0984643354415284,0.105786139583572,-0.186832630874755,0.0327913447532093,-0.109166810603548,0.326427381504734,-0.37920304906087,0.033174326779612,-0.242675488956177,-0.0878645922195997,-0.193855815230866,0.171657521844012,-0.247806446358889,-0.0575046558404503,-0.327819711822389,0.0873401986514031,0.125405443088127,0.0336543772967564,0.174746877130397,-0.00369687603002655,0.0325882257581005,-0.13393551785564,0.0173754673425969,0.00244883548494724,0.00200963452555248,1.40505041545674e-05,-0.000195235060902428,0.000318791121689687,-0.000308095958920419
"tmax3",-0.148586380544456,-0.0244017693638383,-0.155300425696761,-0.0554901235884016,0.0218940255413573,0.0624412218672051,0.016289114609941,0.015914324422417,0.00169319258191684,-0.00994124801905718,0.00288420297854792,0.0024346380601749,-0.0300017617648786,-0.0988968008245307,0.0693040940310293,-0.0663000726789002,0.0682944568402591,0.0757788715894042,-0.102799548096834,0.0132558957018428,0.035527327906143,0.0115579588078012,-0.0671886308837892,0.0466853899038243,-0.116929589923907,0.0451113215228764,0.051998839164053,-0.0309623742384893,-0.0395309851227865,0.0549852052128996,0.00945022271050333,0.0359792382353902,0.235643776439792,0.00498598980232295,0.0791568493747204,-0.0329906247776786,-0.174263533673221,0.156195472820441,0.155419177469793,0.116838984154809,-0.0557338869587538,-0.152961249696737,-0.150729063260573,-0.153224990007072,-0.0611413807621063,0.135656102476359,0.580097167613523,0.112656356039324,-0.0817821118169201,0.0970851539070882,-0.02182957311771,-0.0200223193197904,-0.17284888367315,-0.0179720530294481,0.145166902217578,-0.096016348889806,-0.0572247605901523,-0.0451316459966715,0.119900250290551,0.138175465435602,-0.36625112124208,-0.00382983210815652,0.0337412637130752,-0.138715308906982,0.0179968538052452,0.00253465476158149,0.00208167445705491,1.28953044175422e-05,-0.000203087208668068,0.000329933857562297,-0.000318941754835614
"tmax4",-0.15364687386867,0.0197556219511099,-0.0113033436004422,-0.0274408431699222,0.0323874460778069,0.163514659607636,0.0464791973399564,-0.0144701353615491,-0.000685027225557076,-0.0158458469160951,-0.0045778295149915,-0.00241170618579897,-0.00520935792602154,0.108361147022336,-0.126038253949191,0.0925581799143324,-0.0177403264240151,0.0657203751641627,-0.0405439572605507,-0.0238496971768138,0.0277468779492062,0.0900272807600227,-0.0879614610878682,-0.0283794928508996,-0.0736065703355483,-0.0012251188202152,0.0548066703878723,0.0351413754576821,-0.0937153019709943,-0.0302346653896771,-0.0584923211427057,0.0883061647736839,-0.245567814013925,-0.237831451469441,0.088542122725922,0.0119064351228352,-0.0798028626018724,-0.0382142453242872,-0.0108238934119239,-0.0838003226741071,-0.157303395204434,-0.126793292106499,0.316769152350997,0.0643847502372206,-0.36158328324973,-0.0911859417613922,0.0796044783219242,0.1417312522227,0.154523982026334,0.26124632690547,0.109055840288133,-0.122906179267934,0.184623216603452,0.12908535669717,-0.17880108220804,0.0156962850151343,0.163145681934057,-0.12934600960813,0.269515618642464,-0.255835509873314,-0.0221904235843957,-0.0036573191394601,0.0323097072519906,-0.132793218117643,0.0172261110013067,0.00242452632395048,0.00199196419561152,1.46255551319594e-05,-0.000194596646204807,0.000316088684215801,-0.0003057924351546
"tmax5",-0.149672264263512,0.0763408447414003,0.101532402332358,0.0387646921784544,0.00206549945993776,0.00867387226194167,-0.00858287735275046,-0.0276517277042186,-0.0216617352307505,-0.0131501008388442,-0.00470469638700885,-0.0690850240654579,0.0765892075937443,0.122825075007148,-0.0607815421643292,-0.00851250117397007,-0.0477021755046082,-0.0529780934751682,0.0847332447524486,-0.00332708482777599,-0.103235157569509,0.038865951338747,0.0565982551520528,0.00989219732157304,-0.105424415597687,0.0174506183925247,0.114299214718905,-0.114074588276068,0.0318536481444924,0.235839465163642,-0.199143032247035,0.0090514588211133,0.05187307215009,0.0269941678117794,-0.0944738073523184,0.258761505429535,-0.00611740900106228,0.0590051773354347,0.0197180814770066,-0.0103497899642376,0.173294214888653,-0.0549848966766125,0.0484400689376112,0.0779137073904734,-0.0270674665924909,0.171007690845783,-0.0354891396118167,0.255231448603398,0.101967364108343,-0.476757569049097,0.277583483259162,-0.0541765404941757,-0.244190044178394,-0.0979977589764061,-0.157030962048077,-0.0813363537759801,0.131286188893068,0.174179769468242,-0.0644620551513208,-0.204047818643096,-0.128770270751004,-0.00356460127365637,0.0314188844669859,-0.129143396863751,0.0167475328194871,0.00235786994156801,0.00193707917814421,1.25313936735687e-05,-0.00018887819196548,0.00030741497822325,-0.000297426812553737
"tmax6",-0.152229052670554,0.0685170343633122,0.0702016093619368,0.0292142536641683,-0.0125939894391591,-0.0880803524866828,-0.00539841085904491,0.00416122726753756,0.0263170645302189,0.00504398787205402,0.00746576948283362,0.000469814772264873,-0.00898513392563845,0.00570699064891795,0.0315357012777501,-0.16530732195451,0.0555123956189776,-0.11748501507102,-0.0137565099395333,0.0127778736596786,-0.026326147085445,0.0314160596346036,-0.00857086895528851,0.0530895837863231,-0.0624534946242533,0.0591622749204049,0.125483450707792,0.18760372954965,0.0123736801554888,-0.016056476728966,0.135258044885186,-0.0641060311979588,-0.126210338156007,0.225934565661397,-0.0750281922085572,-0.0104145129373936,-0.155422517804491,0.0455801454747373,-0.184410291685579,-0.0604795448266809,-0.124562972760252,-0.115054157243189,0.0784991322836992,-0.519532889097265,-0.0832887264517877,-0.298837035940195,-0.0244548027425465,-0.10317207404853,-0.209024203365647,-0.186704084486408,0.0766100764717437,0.0931073522136037,-0.0258714412626579,0.0398990291335794,-0.296743222028635,-0.060767025787932,0.0670882437302577,-0.200480460360634,-0.123742505176915,0.11634172669676,0.0134589234282294,-0.00341439529426318,0.0300746772159239,-0.12363482138986,0.0160358893826329,0.00226054610707539,0.00185441057773914,1.17679420811245e-05,-0.000179480593639947,0.000294080221929025,-0.000284649680902662
"tmax7",-0.156999131472215,0.0117429681900138,0.0222492975308275,0.00486266128573108,-0.0164649397900713,-0.0588896483250321,-0.0108188319429701,-0.00350665972034229,0.0352826352466745,0.0279605316737209,-0.00968532652720576,0.113581053315695,-0.163083871778068,-0.051224834805659,0.0450279678587527,0.00347119788621915,-0.0679341713548852,0.0310292470894438,0.0816284914696116,-0.0425241309166852,0.0083426951520692,-0.00704653865628979,0.044095999459112,-0.144690311190666,0.162139880142843,0.106049238505583,0.148606102743755,-0.171924517888981,-0.0799273172882066,0.0346036608010263,0.0163501188133003,-0.035069717044661,0.0618572459259628,-0.0749203964017023,-0.0689727997017032,-0.0966536596716181,-0.0289557915508824,-0.194314625462005,-0.108707450302821,0.119269805792222,-0.0134069838297292,-0.367161994555587,-0.363950151672471,0.231232118710632,-0.0771579501033459,-0.292806115042005,0.0158820365483532,-0.14623824938668,0.089652593538394,-0.0965164403238647,0.0590931078669021,-0.244141122623733,-0.0308346162868209,0.115233442815092,-0.0713021395225441,0.266472870701849,0.092046754270511,0.146225927651818,0.0512342947343358,0.20701479177015,0.0639222730108622,-0.00342985464587866,0.0302273279451915,-0.124218577500703,0.0161150090696367,0.00227018866273202,0.0018636927560553,1.23685875540685e-05,-0.000180609591891678,0.000295807337291794,-0.000286013232806892
"tmax8",-0.158943105581372,0.00936912350006309,-0.0332388198448704,-0.0101598318842048,-0.0136889142085748,-0.000681248779457187,-0.00725845925983384,-0.00301408536632856,-0.0136187108794065,0.0171010730100879,0.0128550023775238,0.0175866887051301,-0.0254252077861429,-0.0356876461512851,0.00275815838620825,0.148594715027004,-0.0991228085581306,-0.0470003748118473,0.0698811719965022,0.142751488482495,-0.0658254827391254,-0.0337589315000598,0.18924839063817,0.0407608336836732,0.0171572115691926,-0.0247945640897067,-0.0342653499052833,0.178240814880819,-0.00151938494851864,0.0136685975204323,0.0869916492161647,0.101228010214436,0.0243256374655989,-0.0158663674083826,-0.108165317470694,0.0143372445331895,0.205957972103274,0.0541935554328089,0.117136316246995,0.088523968460218,-0.146948415099283,-0.425334390964101,0.044298105538205,-0.121995477031808,0.0421058983036109,0.369370679554163,-0.222895021260337,-0.149744031827919,-0.147125951331302,0.113542484304136,-0.125656336879614,-0.21190612843545,0.258659185135545,-0.195640777571253,-0.0987244830456961,-0.162146762090943,-0.0309918476228196,0.203948900075183,-0.0539441460354054,-0.0104899357687372,-0.0919893331273882,-0.00339556640137312,0.029939624494761,-0.123074532310954,0.0159678904283018,0.00224949306351948,0.00184591092123856,1.28341955797002e-05,-0.00018000459282076,0.00029273556233421,-0.000283452290632138
