"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57","PC58","PC59","PC60","PC61","PC62","PC63","PC64","PC65","PC66","PC67","PC68","PC69","PC70","PC71"
"tmax9",-0.152556037051971,0.0827010635018371,-0.0358439414624563,-0.0309506883601358,0.0423923845758774,0.0480475091641391,0.0122057710590326,-0.0056674058580334,-0.0310895826949445,-0.0128106669691127,0.00925238652076441,-0.0706259650030337,0.0303231315839112,-0.00893996616124133,0.0599367864678529,-0.0775394011027523,0.0172914224236087,0.0573120877557571,0.0165409453203137,0.0277378594390695,0.024061080620014,-0.169895692581934,-0.0165681239167224,-0.00807708488604322,0.0313090484669363,0.0239305148494314,-0.120146809129102,-0.0795665216219655,0.0947084677978584,0.03494915890257,0.175829202294917,-0.122246762520035,0.106865342240544,-0.113885830262744,0.107746956219345,0.0808813314506202,0.1313232856679,-0.00438524347555161,-0.114447042383581,-0.257254031976712,-0.0178836925342043,-0.10527283576433,0.338884389415065,0.222295196000062,0.242847424894596,-0.151230330559437,0.205151038389237,-0.0384437840455766,-0.25462812766911,-0.0759084704944055,-0.0787655972837035,-0.253316872299806,-0.0233253506125471,0.249731061658015,0.182457919622866,-0.134817961359468,0.0620590707493542,-0.0444005381639297,-0.309913765243407,-0.112718571094653,0.0777191987554594,-0.00353109050933825,0.0311307038027511,-0.128004829043056,0.0166052042175547,0.00233857912047246,0.00192078748562765,1.23222787143507e-05,-0.000188284150017236,0.000305133969434906,-0.000294431320702459
"tmax10",-0.138655687167095,0.150181887418005,0.0244069155393254,-0.0102969893305025,0.0501163566993467,0.0287739463142013,0.0283202581533853,-0.00741764575045298,-0.000782919228691706,-0.00907346838419182,0.0101196044399772,-0.0118627878721542,-0.00141182246122706,0.0820406147445423,-0.0141844972185631,-0.0927434695237096,-0.000511140805411924,-0.0166219929377506,0.0759109269142277,0.0151314581285929,0.00820479726664435,-0.111447635963967,-0.00349291126304618,-0.0199332542171794,0.131781919491017,-0.00141928502371824,-0.176874072299461,0.0473636370796616,-0.0796210326025514,-0.153421844536796,-0.0283140667648763,0.0550909420852443,-0.102014006475265,0.0213849063184137,0.0649113245712811,-0.0969381999595325,-0.0573319454411509,0.114282418783064,0.0380345854981123,0.13912285934615,0.261504270495333,-0.0464402391520897,0.134521503203757,-0.10357410849592,0.0202229027368187,-0.0289982288323633,-0.00332525343168294,-0.0443752331865157,0.264687368470795,-0.204044457448974,-0.427404050760845,0.0177453373040192,-0.146123994163818,-0.00133535795448238,0.13422491121879,-0.271346242126489,0.208622699787598,0.0878312671112843,0.336114472308199,0.138624931466289,0.238355328691221,-0.00390684862360172,0.0343976476566305,-0.141408113055472,0.0183485149525652,0.00258462480782768,0.00212277707624827,1.47506573722494e-05,-0.000207205730305041,0.000336787092527133,-0.000325547826441677
"tmean1",-0.154160457930387,-0.0579546271879918,0.020935598713882,0.0446786307427489,-0.0403091961290088,-0.0717628252357459,0.0165900134497022,0.00881699628818043,0.0384262312976583,0.0136991662410791,-0.00361236489864071,0.0768515295858414,-0.0112503922763483,0.0947369294351161,-0.0761064218843002,0.0219041195893498,-0.00155387687926385,0.0020397702867429,-0.198254948142495,0.0336725374099537,0.110076739260326,0.116935818214008,-0.070059773276213,-0.0334757239463933,0.171858864799483,0.0177279388476543,-0.0647031512669285,-0.0950265133702391,0.0537164701477597,-0.0730461890344461,-0.117474396314289,-0.101785179349473,-0.00727161048053537,0.209927313209507,-0.00464784266072329,0.00143993747615404,0.109140537646068,-0.00558487956928561,0.195361418927423,-0.126121678955891,-0.0607851275802437,-0.0313224933160621,-0.0186046756754986,0.00873710691808125,0.0743713464192534,-0.08689323860881,-0.056194443360964,0.0825379484024747,0.0297898027139456,0.0512588900259145,0.0616656590881718,0.340216537151488,0.192819675196639,0.454763176873763,-0.0469739018046595,-0.221052958767653,0.0603266136007738,0.396644956195174,-0.0108183337337402,0.0951678812935279,-0.220926857522381,0.0105211101845495,-0.12698518560533,-0.0315630221233757,-0.00332084414951559,-0.00013230746100486,0.00368356527818684,0.000665688042198498,-8.61444218265014e-05,-0.000404253210053433,-0.000253384476516987
"tmean2",-0.15229912483494,-0.0567552215246183,-0.0883422379628266,0.0050954589897632,-0.0396610455094585,-0.0938229565654992,-0.024000985549239,0.00591220123927404,0.000265813780875571,-0.0173699161977881,0.00590750231644676,-0.0313670717170838,0.053106530784083,0.0132290485349936,0.0115693534592811,-0.0191337910837599,0.0103455769361476,0.0956035180664168,-0.0385860896239424,-0.0708838386246096,-0.132673272158458,0.101931106884082,-0.014778603258537,0.12275353446177,-0.181996095139413,-0.129197545618751,-0.00722417008154469,0.0106096245892119,0.160051675635069,-0.143554034310755,-0.0455852472586665,0.0713640546674454,0.04106502175255,0.00750613279099136,0.0278206676602095,-0.126224200189961,0.105058778140802,-0.216409922464606,-0.0941946082723961,0.0475759529870523,0.123714960476892,0.0132745718498157,-0.0408190724019637,0.0188794000091988,-0.120429344532747,-0.0165478119142124,-0.0730479411342001,0.0752154175594048,-0.127621441536935,-0.0640328518868011,-0.119813815694737,0.114713960907792,0.187877757493896,-0.172287956624436,0.273992412729583,0.173262121600769,0.590715369906859,-0.0836834992855701,-0.139366357306231,0.0312288400620055,-0.210619216952316,0.0107853044864411,-0.130139886302632,-0.0323421335822011,-0.0034041019909125,-0.000139013208177397,0.0037738851557154,0.000683137627126097,-8.8690163445448e-05,-0.000414722996601703,-0.000259806271647047
"tmean3",-0.151382940337564,-0.0565178331315925,-0.118290738059359,-0.00559327617598375,0.0214951301664565,0.044507811997374,-0.0144351732262142,0.0108289755631254,-0.0124413209962973,-0.00914432602573128,-0.00418951606591123,0.00146918982578764,-0.0121943444199976,-0.0463287770329635,0.0668160451441847,-0.0926470983114431,0.0556133094162022,0.0720110527597519,-0.0713136881179621,0.0872262887894846,0.0925184695407591,0.0738290053930182,-0.0492484934206974,-0.0561142096682951,-0.183809078697923,-0.0398792259005604,0.0182516966518393,-0.0381649279901334,-0.10558402772176,0.0651449146216051,0.0621656346043336,0.0158232102633007,0.25433754612616,0.00488747639900033,0.0965643672319331,-0.0488821050274484,-0.16315973134705,0.150632871753325,0.136288892950287,0.121515723944684,-0.0434273283781686,-0.0251621074480627,0.000423716727805644,-0.0131361066446985,0.0105684886651813,0.119300752158592,0.125392566660094,0.0536641212744629,0.0395491900916301,-0.0692060567669934,-0.00270603466002871,0.210421934358443,0.256038698447838,-0.0209216482281164,-0.158177447825229,0.190200338054611,0.081118304907677,0.160419075321819,-0.194582753863122,-0.14001144166417,0.60110794345377,0.0114921295526006,-0.138773372614468,-0.0344850007576154,-0.00363582026166127,-0.000144444782868015,0.00402278431923643,0.000729825339053047,-9.39561455678085e-05,-0.00044172707473552,-0.000277120642028246
"tmean4",-0.156261925431444,-0.0366437835489113,-0.0191215402710484,0.0203682267553659,0.0226027587437878,0.0934128618027334,0.017757135419354,-0.0140365167116475,-0.00763373372434946,-0.0077911808900385,-0.00092719300264354,-0.000419057654527203,-0.000347867546610911,0.102133765393345,-0.116670130313703,0.118147532045121,-0.0444256446484451,0.081137154594393,-0.0379602060615566,-0.063143056888356,-0.0633331831334175,0.141681289372208,-0.0414173260612895,0.0179265971451567,0.0171113463750424,-0.0388075736498683,-0.0176894319729682,-0.0151643151728429,-0.0939537528896543,-0.0162700545292787,0.0175007649052279,0.128378611089625,-0.223480679221835,-0.243577889702824,0.0735738353625925,0.0340854205445609,-0.180472322371434,0.0184216975289293,-0.0210332438789537,-0.124141777509198,-0.142921483312304,-0.0182738550166007,0.117689584797542,0.047408581693949,-0.141370913823577,-0.0150822091097015,-0.072397272263554,0.022274940865299,0.0818592932956978,0.0324684888579021,0.0204588376099088,0.106805545662597,-0.238143255479408,-0.225144173805958,0.158274250547536,-0.063318302657132,-0.17310784431304,0.171925253722165,-0.423908108132026,0.460915870715928,0.0610916187443697,0.0108559886857289,-0.131112187260833,-0.0325861383769143,-0.00342954455789109,-0.000134564077089196,0.00380240419810529,0.000686333832686592,-8.72933249811072e-05,-0.00041814038629538,-0.000261586684563951
"tmean5",-0.158685047047954,0.000735617303191392,0.0297355378900256,0.0540512915859973,0.0257712926769824,0.00363347774015983,-0.0403954014512929,-0.0210908114585127,-0.031921025485567,-0.00943567454130039,0.00255117568720354,-0.0526175596546912,0.0416041792097342,0.0534793811731007,0.0142478726073425,-0.052563435213969,-0.0266918728129308,-0.0261523221088102,0.0798159614244902,-0.0135124884489451,-0.0991251863757774,0.0186984472995167,0.072251203876418,0.0246749492047531,-0.113995209417475,-0.0255374148827024,0.0637726701570258,-0.108551352486991,0.0202768242454984,0.192875595852038,-0.250542358707826,-0.153899860814015,-0.0580215489280061,-0.0420439494422326,-0.160819177363006,0.251764901126849,0.00832734583383354,0.10580160404496,0.0188055960862234,0.0316616099544908,0.139713661953868,-0.0434739049797678,-0.037769141214588,-0.0241688593833546,-0.0311441354765395,-0.039748594808122,-0.029396769723196,0.0861432864639558,-0.00476441279518813,-0.0603455425006065,-0.0172672186178409,-0.0400636488068343,0.478733751396738,0.113902591043643,0.282926896877035,-0.036194182082362,-0.283435700499852,-0.326576993791462,0.110417645094909,0.284977034700644,0.104817543289891,0.0106084954720312,-0.128157583381656,-0.031852852635973,-0.0033491154518651,-0.000132938551289392,0.00371714818383457,0.000671260337192784,-8.69775750542711e-05,-0.000408157598516341,-0.000255788716615206
"tmean6",-0.158898318400634,0.00959720654795081,0.0431341522942037,0.0534711764546089,0.022604369973103,-0.0209380344072753,-0.0250388485817991,-0.00714032614547168,-0.0067357000605901,0.00569356048794996,0.00473381949072123,-0.0176928588089793,-0.0117816503520169,-0.00148969691360726,0.0350753900461512,-0.0806450642173448,0.00387008210839918,-0.0456267735409933,0.017497212052667,0.0114955479492471,0.0204854327812587,-0.0630579085030949,-0.0295084535054588,0.0211345387397073,-0.0642073600523038,0.020545092488121,0.141207738689616,0.170649541584538,0.0424750844664992,0.0129849436869689,0.0884289361041204,-0.015380690107499,-0.125777400388084,0.289730318631135,-0.12840406754076,-0.0899542083032832,-0.173207703522892,0.0740376812809078,-0.206013200005079,-0.116679308726556,-0.0945234736561688,-0.013532463902425,0.00470486321427772,-0.0157914636986633,-0.0569542739346383,-0.0770694425144881,-0.0534241527157475,0.0770253292140958,-6.34029121859621e-05,0.0647224776921892,0.0315899998689298,-0.0728892868730079,-0.0271645827715951,-0.0835745872597676,0.51089860908222,0.165335757628885,-0.205177154906944,0.379734592517282,0.160035676750217,-0.328923111081375,0.0241761182866239,0.01064340773591,-0.128393325212721,-0.0319093800904362,-0.00335430899999873,-0.000134755018690015,0.00372373348218904,0.000674487358060404,-8.67851377950531e-05,-0.000409003955147859,-0.000256156675865094
"tmean7",-0.157777453058426,-0.022714777880947,0.0259169504878828,0.0650481542032888,0.020046315077028,-0.0234918980412402,-0.0193356579951858,-0.0135397586807162,0.0136492286724885,0.023146323544277,0.00293388158492508,0.0634796357039995,-0.0868761932593191,0.00800581855362226,-0.000811684867385086,0.0404881183768059,-0.0778245993851239,-0.0698282396653423,0.0294619011612325,-0.0331392328944675,0.0208143432912242,-0.0586371451450192,0.00277783838516842,-0.0530410961410709,0.156885374636086,0.13162265287858,0.138180623113962,-0.181472069009648,-0.110548062155867,0.0221725986881719,0.0542683265962057,-0.0867678193628727,0.099745020021651,-0.102330038220307,-0.106846999974036,-0.123364020052296,-0.0442063662166405,-0.228493374467812,-0.106470705816492,0.164719163290095,-0.0167924961475221,-0.0858180130874732,-0.0591147808669457,0.128063995911198,-0.0937701312350545,-0.0216117097263463,-0.0299119739077766,-0.0398004295973166,-0.0554726925463659,0.0387048307777711,-0.0749245341054906,0.402998814498286,-0.040031938232826,-0.18367488743842,0.0671784329610163,-0.433182178074558,-0.127443872617218,-0.257536238393386,-0.0840841567140987,-0.363803039603737,0.000445083753698576,0.0102501147599454,-0.123678841641611,-0.0307339833882129,-0.00323340145335599,-0.000128522857060349,0.00358618260377692,0.000648823956807824,-8.32139992777783e-05,-0.000394002661122029,-0.000246731949318657
"tmean8",-0.159147805753543,-0.0132316498819138,-0.0128644905057822,0.0497147285175199,0.0175374194370128,-0.027865080047832,-0.0380010492137978,-0.00761540246082029,-0.0274306019055052,0.01067171556004,0.0113590892224369,-0.00369308497882905,-0.0107404983281821,-0.0238578579624744,0.025019637309031,0.0604532543230342,-0.0745995336419347,-0.0575086820637017,0.116975946453017,0.0269874929569182,-0.056593077783721,-0.0361329920659264,0.103572389197808,0.0138584314577854,0.027111238053141,0.00787043132463633,-0.0666779650679477,0.185428087476901,-0.0144228622082471,0.0380177381505506,0.0588771403809221,0.180860402323168,0.0351427407661023,-0.0265058785119174,-0.117608845052985,0.00965903409179093,0.265971078796266,0.0669643873844675,0.128625097608102,0.098971232687562,-0.208129990411943,-0.0910352272054354,0.0743550785159335,0.0201105745347426,0.00135019910836958,0.165955130416437,-0.089064466503068,-0.0160143697040033,-0.00845128150227063,0.00174240422507303,0.172066495500554,0.275478694321999,-0.393638724463837,0.375613044365085,0.189600973225612,0.270732295019268,0.0583439898473802,-0.279661349977399,0.10883222401136,0.0352500316114419,0.123478817600278,0.010016811277258,-0.120864360631022,-0.0300395210951204,-0.00316196102063363,-0.000127312128809935,0.00350514741098458,0.000633224153671662,-8.14660872333678e-05,-0.000384949027709471,-0.000241175629979612
"tmean9",-0.157960669278779,0.0338366848706021,-0.0162814491130818,0.0369521096852008,0.0530193239636306,0.0227300586521265,-0.0210294588994832,0.000524384646571855,-0.037871474921069,0.0041425914086062,0.0172366390211092,-0.0347362730052721,0.00646267300103252,-0.0652182789779375,0.0861064906219432,-0.0650412780378794,0.0142764926192564,-0.0369676870611663,-0.00865755503929618,0.0532868440639388,0.064952907023637,-0.131745016216612,0.00217115764941364,-0.0249690132224834,0.0487006684277975,0.0650669472776244,-0.0605348507125977,0.0227261976215374,0.139702609917083,0.026103641379795,0.113475609340722,-0.0876054260486771,0.12030249907123,-0.193405683792362,0.151981139690218,0.0596899493333581,0.10343289067854,0.00483977588567178,-0.0934818586046197,-0.302911638663912,0.0688462792114747,-0.0686053408409622,0.157237813720921,0.117202338237624,0.0999146294199685,-0.0546632429957856,-0.0113823498703906,-0.0088351186805541,-0.0524807290103209,-0.0795540538034564,-0.011983232599453,0.352502362665118,0.0572022790647223,-0.348303582284985,-0.221348342788412,0.276464407578581,-0.146024362838609,0.0624291398448523,0.384517359832997,0.151222182763001,-0.157357650030865,0.0102325015084725,-0.123558700323322,-0.0307119541410456,-0.0032345307491323,-0.000127904723589965,0.0035835928672374,0.000648239934597841,-8.11220260600537e-05,-0.000393755946770963,-0.000246810945249997
"tmean10",-0.15027747428449,0.101006872865466,0.0379309602937338,0.0316089506612994,0.053160997802444,0.0218673421671475,0.00187362768005633,-0.00394371569121572,-0.0189789205265793,0.00285733428037566,0.00574952655221704,-0.0138213294930392,-0.0161713143505914,0.00899064383575519,0.0158186119645092,-0.0214180827791198,-0.0215900435478945,0.0154431089148381,0.057355094250441,0.00611294686895186,0.0290037502584769,-0.137825195934759,-0.0375027197370679,-0.00598722859757747,0.104567126284505,0.0252607939884427,-0.182818364273748,0.0552892183955483,-0.0936329027482043,-0.111603433954567,0.0115866838466049,0.0540646718538094,-0.155298438047919,0.0951795119148134,0.172563807643504,0.0330804171500886,-0.0512122373554029,0.0356789483608159,0.0335763369850187,0.19535057146764,0.256678384491331,-0.0246774816119396,-0.00770389526848782,-0.019061840874187,-0.0912416018464086,0.0426835597524177,0.00456094192422056,0.00125873685751176,0.172686563516799,-0.0684218427463588,-0.24370775044246,0.00556062437710279,0.0750313303707173,0.15146490515205,-0.141756014701893,0.365634949344018,-0.287534218791046,-0.101199104683108,-0.36330131951708,-0.214397558346626,-0.335223145415897,0.0108241812175798,-0.130838624977685,-0.0325210511315221,-0.00342405189606707,-0.000137407650421345,0.00379569096948025,0.000684741736343622,-8.71078434123908e-05,-0.000416631616265021,-0.000261090254945293
"dtr1",-0.110044894366717,0.0959489253772466,0.180908273502197,-0.0979654198909972,-0.194772480232727,-0.176736304561805,0.0322925832073462,0.0283063010506301,0.0183541667369583,0.00356939329751445,-0.060477954183969,-0.0856626990427991,0.172704894276514,-0.118712040198464,0.0229333064570164,0.257762501534769,-0.0273966503169057,0.119518505052715,-0.146140142529521,-0.185926555934167,0.292578903421779,0.145646017936572,-0.301636248793632,-0.137293005025601,0.0560454136131731,-0.0504911794309351,-0.0449703574941459,0.120373993969225,0.188129296242458,0.0530036858140373,0.198574623271586,-0.106351230234491,-0.0183939647931966,-0.132396234303022,-0.298903982222198,0.0343735107660079,0.00326225358401437,0.123074052611817,0.051307281867076,0.117030294839433,0.138156462445237,0.0943931144389014,0.0470581049250783,0.0567583781169044,-0.218817418797469,0.0910844067126603,0.0715874616789945,-0.244170458519764,-0.0907903458815441,-0.137894762135887,0.009046104951042,-0.0330962119623834,0.0134428553342812,0.00157095271357489,0.0170738304722953,0.00780382884187364,-0.0262164410886804,0.014971703947398,0.0359765413748694,0.000733389610732018,0.00947302228027731,-0.00152652119318991,-0.00744758553609716,0.016004549984011,0.13593991246794,0.00204563795050006,0.00686728960142009,0.00276408071499484,0.000545334708195033,-0.000757315982052251,0.000318418231541809
"dtr2",-0.112592615381535,0.103206472106929,-0.150055627056374,-0.155414927369522,-0.12431045172689,-0.195536721902841,0.0360040606113548,0.031490214914213,0.0849968938066689,0.00125176696881697,0.0147577428635605,-0.00134389274741,0.0974707976842251,-0.230347026098563,0.0993826321290223,0.14460072325385,-0.0995056684041173,-0.369400879027218,0.0431991637052288,-0.143731571754413,0.061941622232804,-0.0114500896579271,-0.0479750616584309,0.0973563500545595,-0.127075588809825,-0.256198390233482,-0.236457918404841,-0.0547324563821731,-0.242562114713761,0.156853602640768,-0.244096577561114,0.028457408317643,0.00794544017038461,0.0647946175616991,0.0985546037824458,-0.165137383373265,-0.0258683253531256,-0.151272304984448,-0.0910709854771466,-0.152012647198901,-0.034728935380883,-0.0583370898207962,0.0720471364689711,-0.064045696304203,0.142880924510469,-0.0132741086466963,0.0852018901066333,-0.201727881221337,0.254366185566205,-0.00163049827397675,0.173311489819684,0.00801391087440896,0.0408255423341625,-0.0336063539466937,0.0404434908687689,-0.0290941722534406,-0.0262530943980821,-0.0192336892995828,-0.0204305831752723,-0.0296070376890912,-0.0232672285622751,-0.00166713099149132,-0.00813011888372663,0.0174621340903959,0.14834468057509,0.00223307087004996,0.00749418788348744,0.00301552960331695,0.000595109747990748,-0.000826327162023404,0.000347312898634636
"dtr3",-0.102891682375716,0.0853614452879461,-0.236532766228667,-0.202977539632131,0.0177804695207439,0.104964050849642,0.111516793688353,0.0284145886641407,0.0469332578557565,-0.0100626866056537,0.0250223585099495,0.00495262624249783,-0.0801215930347706,-0.244302882627009,0.060241451212284,0.0351655797427362,0.0924070596188948,0.0692527820435113,-0.179142453603448,-0.228956619681121,-0.157333311790785,-0.192443781793375,-0.108561558854335,0.367233575189265,0.127957868201501,0.308520341410626,0.1481805234152,-5.7031845373097e-05,0.183590033687608,0.00860053308519368,-0.163165031720596,0.0922110215124622,0.117118111289027,0.00407363376231352,0.00339695821647133,0.0264828268858255,-0.167135187126635,0.135625149508711,0.178867358779586,0.0729039505095977,-0.0817341548307,0.0808948939908165,0.0790342512254437,0.0816416227298443,0.0256982147961291,-0.10601279253863,-0.330338872894243,-0.0694620079154217,0.0301629970642509,-0.0327512833297112,0.010026709644149,-0.0553227746700765,0.00736949172088841,0.0160838053386323,-0.0240506789085593,-0.0109008981993727,0.00333981974575489,-0.0274115390163621,-9.20852402648761e-05,-0.0262317283400302,-0.00288630755057789,-0.00157374097092565,-0.00768988083046834,0.0165223966670814,0.140345685992644,0.00211220219019927,0.00709036367430562,0.00285333373180882,0.000563273990818521,-0.000781821959665268,0.000328536065352343
"dtr4",-0.0976684762610488,0.167599769561909,0.0136538946136677,-0.149367533213187,0.0488327694237562,0.303113719388809,0.110196018579639,-0.0110561852911556,0.0185214552183284,-0.0328207014599392,-0.0130990033027707,-0.00709052705396938,-0.0168387876160176,0.0909395051560216,-0.111580887400153,-0.00678690505159262,0.0608209116052988,0.00270347584177649,-0.034718902240298,0.0911075224697689,0.267823043269474,-0.0797405075854694,-0.187196774666134,-0.145900514931689,-0.298118087277685,0.101865846177321,0.235498777525936,0.16144311068984,-0.0632787960361919,-0.0587868532472782,-0.247569231638301,-0.0492659885032453,-0.227879514790615,-0.146540297917413,0.101305542244404,-0.0524864318177775,0.220659942949336,-0.180837995725731,0.0205161131018271,0.0530750967035752,-0.14660819340606,0.0768230441816499,-0.224693506809111,-0.0543362378949838,0.261572790328209,0.0578396985564314,-0.0204317761900369,-0.0870138046658867,-0.118952555116713,-0.170952741469602,-0.0733352140171691,0.0326370257546637,-0.0211500622792564,0.00743918944114239,0.0466502328574356,0.0137246408331067,-0.0325143611523538,0.0123832396420698,-0.00287067340149045,-0.0190563183393661,-0.0101213456679247,-0.00176241142201836,-0.00858913062564785,0.0184522895070844,0.156728113987586,0.00235921788317282,0.00791782671507317,0.00318622614239912,0.000628591218704228,-0.000872919726485881,0.000367077443405957
"dtr5",-0.0642704212351245,0.220934056017582,0.226375887661931,-0.0137400003289567,-0.0544345038789726,0.0167746317557821,0.0697334410060772,-0.031171812080915,0.0117062332539436,-0.0162184467424454,-0.0197069139350053,-0.0780574553225751,0.125781636802925,0.232776578819118,-0.210703867589413,0.0984846911487496,-0.0765120733708772,-0.0931659929967266,0.0598910136536574,0.0219962514546311,-0.0685556752297706,0.0694923090983799,-0.00442226137906971,-0.02903492603685,-0.0400559984504582,0.110807378776023,0.183761915128154,-0.0780568802840535,0.0453368379256695,0.235379849257851,0.00693549767069555,0.387446200766408,0.287412939456597,0.177367273085676,0.101731041085049,0.164082892683693,-0.0373778430338204,-0.0761102076267479,0.0133931076362977,-0.104464317358064,0.177673318859048,0.0515403792612543,-0.0126806162143057,-0.0423040599103567,0.0296395094738324,-0.101554441713113,0.0365220496967579,-0.207016090570187,-0.0661788439503127,0.345736614615785,-0.185235193958892,0.0539298813461251,-0.0368107678502487,0.0193888657725602,-0.0130930773709918,0.0709138690752794,0.0304381776129711,0.0192486888755636,-0.00303128643946935,0.0181877073882604,0.0427526586794617,-0.00200000619221272,-0.00978080885412633,0.0210093601323559,0.178461953600413,0.00268697321137796,0.00901570851568554,0.00362902989463146,0.00071619687370971,-0.000994211753138954,0.000418035107432851
"dtr6",-0.0656866793435595,0.214840451376309,0.120482828007612,-0.0561435728337799,-0.112402052702323,-0.250448997798401,0.0557290064248887,0.0361563356442697,0.113702552295174,0.000894014598762922,0.0123743667154442,0.0546088203857846,0.00331258368736796,0.0247438133574319,0.00715030621484083,-0.346316981294595,0.185749367978648,-0.281102033710844,-0.101253232312049,0.0110254836632433,-0.154875467365254,0.300349615486144,0.057825441635707,0.125479727629901,-0.0298873660920203,0.148830114408371,0.0235465591101895,0.156271693705952,-0.083105215989369,-0.0959281397089864,0.216211799100561,-0.18185548234939,-0.0722999724007862,-0.0637759441761844,0.117495261914478,0.232131747045892,-0.0342225405149108,-0.0595055511514717,-0.0391084592263512,0.134130517611751,-0.159956547130949,0.0655686490769641,-0.0422543889125879,0.298231626939358,0.0641711365007697,0.192924868729344,0.0313435592123979,0.0360133441364784,0.118970513263695,0.077989536071663,-0.0554304933092627,-0.0282590115253701,0.0234855616835518,0.00606633360676914,-0.00392458565882017,-0.0212940485841044,0.0305480583737128,-0.0145233000811765,0.0160046826198688,0.0442707253493757,-0.0163340057156507,-0.00157508855732916,-0.00768116327632522,0.0165024774679516,0.140181605959968,0.00210933380548585,0.0070820401793507,0.00285010164187568,0.000561706936409061,-0.000780807621453238,0.000328284850554868
"dtr7",-0.110323727576817,0.111759944607009,0.004966728624261,-0.176997883567868,-0.121306479966777,-0.148409964470661,0.0177773535650863,0.0275714999876319,0.0901930546772944,0.0345007526450602,-0.0447930384301001,0.231748922031033,-0.345559314615168,-0.214381236115697,0.169776758359467,-0.108517316079873,-0.0190875103274123,0.324722174207117,0.21501379475866,-0.0586577116820524,-0.0314140156171184,0.149656248060596,0.155548926421195,-0.378667599844118,0.132103983634994,-0.000593077941571337,0.1378991598808,-0.09473584990772,0.0344729962292056,0.0621096978194621,-0.101979174140873,0.129870090200497,-0.0692326971980546,0.0284373558890726,0.0640864564767125,0.0107437364790637,0.024955134054858,-0.0369385063212887,-0.0847147885405832,-0.0507113199542435,0.000532522832594242,0.222661699656952,0.218922029979614,-0.166522943266125,0.0711332046909605,0.16384886614301,0.00116755799346683,0.0955333994327182,-0.0284568963749513,0.0338193942379941,-0.00851653277635376,-0.00322409667721332,0.029799078796417,-0.000204271396164038,0.015840926169487,0.000828872880726295,-0.00730518820827119,0.00679357907055118,0.000340551083633738,0.00971499596027511,-0.0352033467255706,-0.00151359350218672,-0.00738344248307853,0.0158567453632182,0.134717887237476,0.00202730244701037,0.00680596599374505,0.00273901739892025,0.000539839060755664,-0.000750538565266871,0.000315497360543404
"dtr8",-0.125081905672265,0.0771367741649959,-0.0891473167712088,-0.192756722450715,-0.107164468636587,0.0833269773401442,0.0891040216352625,0.011811770862708,0.0318399969897337,0.0333612514794272,0.0147824644306933,0.0795608329734759,-0.0654137772668028,-0.0647230538993957,-0.0664981823117743,0.389456776183908,-0.15405703235978,-0.00475446416376465,-0.0900219891811621,0.470054185438096,-0.0805469562686511,-0.0193769920529631,0.414004720198154,0.115236398212266,-0.0171389621575881,-0.120386977337571,0.0728956438007497,0.118803032849575,0.0386073374729669,-0.0643098600833695,0.155542612152625,-0.165611368072351,-0.0141319470944121,0.0202749677201932,-0.0564173172216729,0.0257732852414277,-0.0222493289531361,0.00346333154474128,0.0572016688155997,0.0377859048037554,0.0725267470368598,0.245607816680984,-0.0437767915135453,0.0570179034900381,-0.0237389186153876,-0.245267877788975,0.143632701137849,0.0858417687319667,0.0798814212768517,-0.0641049811371444,0.00744952289595398,0.0198351187092462,-0.00600908714691823,-0.0202688005948294,-0.0106383306786426,-0.00429493253243364,-0.00317415316438212,-0.0149600422868601,-0.0075617958241875,-0.00619722800113789,0.0068192363451284,-0.00143902751684446,-0.0070118507588444,0.0150651006946521,0.127977996171081,0.0019263103622266,0.006465665694152,0.00260197215468141,0.000513424269572637,-0.000712848519023212,0.000299766784311556
